Attrition,DailyRate,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,Research & Development,Life Sciences,Marketing,Medical,Other,Technical Degree,Travel_Rarely,Male,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Representative,Married,Single,within 10km,>10km,old,avg_work_years
1,1420,1,667,3,85,3,1,16346,0,11,2,1,5,3,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
0,1343,1,669,3,49,3,3,24444,1,11,3,0,3,2,3,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3.0
0,1315,4,671,4,35,3,4,9358,4,12,1,1,26,2,4,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,6.5
0,604,1,675,1,69,3,3,12145,0,20,4,0,3,3,3,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0
0,1216,4,677,3,39,3,3,20431,0,12,4,0,6,3,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
0,646,4,679,1,92,3,4,18089,1,12,4,1,6,2,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6.0
0,160,3,680,3,71,3,3,22653,1,20,3,1,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
0,238,1,682,4,34,3,1,7507,7,20,4,0,18,2,4,7,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5714285714285716
0,1397,5,683,2,42,3,4,7660,1,12,4,1,10,4,2,9,8,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,10.0
1,306,4,684,1,100,3,1,5630,2,14,4,2,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2.5
0,991,3,686,3,71,3,4,17759,1,13,3,1,3,2,3,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3.0
0,482,3,689,3,36,3,3,9606,1,15,3,1,10,2,3,7,7,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,10.0
0,1176,2,690,2,62,3,3,3487,1,14,1,1,6,5,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
0,1017,4,691,2,82,1,4,19368,1,13,2,0,17,3,3,11,11,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,17.0
0,1296,3,692,3,30,3,4,5335,3,23,3,1,15,2,1,11,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0
0,397,4,698,3,88,3,2,6729,2,15,3,1,16,1,4,7,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,8.0
0,913,2,699,2,48,2,2,13934,2,11,3,1,13,2,3,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6.5
0,1115,4,700,1,54,2,4,15174,0,13,4,0,5,0,3,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0
1,1362,1,701,4,32,3,3,26999,1,11,4,0,1,5,3,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1.0
1,1076,3,702,1,70,3,1,3164,1,11,1,0,10,3,3,8,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10.0
0,727,3,704,3,41,2,3,16900,1,18,3,2,1,3,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0
0,885,3,705,1,58,4,1,8544,2,16,1,1,5,3,4,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2.5
0,810,3,707,4,57,4,2,15678,0,22,3,1,4,4,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0
0,243,4,709,4,46,2,4,7791,0,20,1,0,8,2,3,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
0,806,4,710,2,76,1,4,18959,1,18,4,1,10,5,3,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.0
0,817,1,712,2,56,4,2,18597,3,12,4,0,12,3,3,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0
0,1410,1,714,4,71,4,4,16673,1,20,2,2,6,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
0,1225,2,715,4,80,4,4,15232,3,17,1,0,4,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1.3333333333333333
0,1207,1,716,4,74,4,3,3297,1,11,3,3,20,3,3,8,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,20.0
0,1442,3,717,4,46,2,2,17654,1,14,2,0,9,3,4,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9.0
1,693,2,720,1,65,3,3,24785,9,14,1,0,4,3,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4444444444444444
0,408,4,721,4,80,2,3,20978,1,11,1,0,20,4,3,7,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
0,929,3,722,4,55,3,4,21703,1,12,4,0,10,2,2,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,10.0
1,562,2,723,2,50,3,3,23452,3,14,1,1,18,4,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,6.0
0,827,4,724,2,33,4,4,19383,0,13,3,0,10,4,2,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
0,608,2,725,3,68,3,1,6009,1,11,4,0,9,3,3,7,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.0
0,1018,2,727,3,39,3,4,19373,3,15,4,0,10,6,3,7,7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3.3333333333333335
0,703,4,728,4,42,3,1,11825,2,12,4,0,20,2,3,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,10.0
0,580,4,729,4,48,2,1,23772,5,21,3,1,20,2,3,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.0
0,970,3,730,3,59,4,3,13514,3,19,3,0,32,3,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,10.666666666666666
0,427,4,731,2,73,2,4,8861,3,15,2,3,23,2,2,6,12,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,7.666666666666667
0,1179,4,732,1,84,3,1,11924,8,14,4,0,10,1,3,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1.25
0,294,2,733,4,32,3,1,4809,1,21,3,2,9,4,2,7,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9.0
0,314,3,734,4,59,2,3,19562,1,12,2,1,22,3,3,7,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,22.0
0,316,4,738,4,54,3,2,9983,7,15,4,1,4,2,3,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0.5714285714285714
1,654,2,741,1,67,1,2,3872,7,13,4,0,10,4,3,7,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4285714285714286
0,427,3,742,1,63,4,1,20335,9,14,1,1,10,2,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.1111111111111112
0,168,3,743,3,81,3,3,15397,4,14,4,0,10,4,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.5
0,381,3,744,1,49,1,3,2104,2,14,3,0,9,5,3,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,4.5
0,217,3,746,4,49,3,3,10225,9,12,4,2,28,2,2,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.111111111111111
0,501,5,747,3,99,3,4,25275,7,23,4,1,10,2,2,7,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.4285714285714286
0,1396,3,749,3,99,3,3,2755,1,11,3,0,1,6,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0
1,933,3,752,3,57,4,3,20366,6,12,4,0,7,2,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.1666666666666667
0,775,3,754,4,47,2,4,23683,3,18,3,1,7,5,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2.3333333333333335
0,970,2,757,2,96,3,3,7360,3,11,4,0,10,2,3,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333333333333335
0,650,1,758,2,37,3,1,4344,1,14,4,1,5,2,4,3,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,5.0
0,141,3,760,3,44,4,2,18767,9,15,3,1,12,3,1,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3333333333333333
0,832,3,762,3,81,3,4,20420,7,11,3,0,30,1,2,7,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,4.285714285714286
0,804,1,763,4,86,2,4,22929,0,20,4,0,5,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0
0,975,3,764,4,55,2,1,23398,8,19,1,0,9,2,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.125
0,1090,3,766,4,83,3,2,17967,1,14,4,2,2,2,3,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.0
0,346,3,769,4,86,3,4,10919,2,17,4,0,19,4,3,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,9.5
0,1225,4,771,4,61,3,1,4761,2,11,1,1,16,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
0,430,4,772,1,80,3,4,21146,1,15,4,2,10,2,3,8,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,10.0
0,268,5,773,4,92,3,3,20471,6,13,2,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0
0,167,5,775,2,32,3,1,4187,3,14,3,1,7,3,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.3333333333333335
0,621,4,776,3,31,2,1,10084,1,11,1,0,34,3,4,6,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,34.0
1,527,4,780,4,63,3,4,5207,1,13,3,0,10,2,2,9,7,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,10.0
0,883,1,781,3,32,3,4,22807,1,23,2,0,6,5,2,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.0
0,954,2,783,2,46,1,3,12388,0,13,1,0,9,3,3,7,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0
0,310,1,784,1,79,4,3,19630,1,18,4,0,2,3,3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2.0
1,719,2,785,2,77,4,3,10339,4,12,4,0,8,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.0
0,304,3,786,4,60,3,4,18686,1,22,3,0,6,5,3,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0
1,725,3,787,4,78,3,1,21199,5,13,4,1,24,2,3,2,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,4.8
0,1434,4,789,1,76,2,1,14229,1,15,2,0,10,1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10.0
0,715,4,791,4,41,3,4,26589,0,18,1,1,5,3,3,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0.0
0,575,2,792,1,71,1,4,5288,3,14,1,1,5,2,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6666666666666667
0,657,3,793,2,66,3,3,25549,4,12,1,1,11,3,2,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.75
1,1146,3,796,4,38,2,1,3064,6,17,3,0,6,2,2,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0
0,182,4,797,2,72,4,4,13551,2,16,3,0,10,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.0
0,376,4,799,4,95,3,1,22670,9,11,2,2,9,4,3,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0
0,829,1,800,3,84,3,4,24008,0,19,2,1,5,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0
0,571,1,802,4,82,3,1,19905,0,13,2,2,6,3,2,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
0,240,4,803,1,75,4,1,26085,6,12,4,0,17,2,3,7,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.8333333333333335
0,121,4,804,3,86,2,1,7530,1,11,3,0,6,3,3,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0
0,384,4,805,1,72,3,4,20317,1,16,2,1,3,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3.0
0,921,3,806,4,38,1,3,24375,3,21,3,2,7,2,3,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2.3333333333333335
0,791,2,807,3,38,4,2,9931,1,24,4,1,8,2,3,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0
0,1111,2,808,3,93,3,1,13305,5,17,2,1,6,1,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.2
0,570,3,809,2,66,3,4,16225,1,13,2,1,24,4,2,7,14,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,24.0
1,1243,3,811,3,63,4,1,3445,1,21,3,2,1,2,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.0
0,1092,3,812,3,60,2,2,26551,1,11,3,3,1,4,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
0,1325,4,813,4,82,3,3,21821,8,20,2,1,9,3,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1.125
0,691,3,815,3,64,3,3,6881,5,16,4,0,30,3,3,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,6.0
1,805,2,816,2,36,2,1,6689,1,11,4,1,1,1,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
0,213,3,817,3,49,3,3,25995,0,11,4,0,14,3,4,9,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.0
1,118,3,819,1,69,3,1,26507,5,15,3,0,6,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2
0,202,2,820,3,33,3,4,12982,1,11,3,1,26,3,2,14,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,26.0
0,676,3,823,3,35,3,2,23361,0,15,1,1,10,2,3,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
0,1252,2,824,3,81,4,3,23779,1,24,3,1,10,3,3,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,10.0
1,286,4,825,4,31,3,2,25761,7,12,4,0,40,2,3,15,13,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,5.714285714285714
0,1258,4,826,4,40,4,3,13301,3,13,3,0,7,0,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.3333333333333335
0,932,2,827,4,43,2,4,4051,9,13,4,1,8,4,3,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.8888888888888888
1,890,4,828,3,46,3,3,16374,6,17,4,0,5,3,2,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8333333333333334
0,1041,3,829,3,36,3,2,25527,4,13,2,1,8,2,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2.0
0,859,3,830,3,98,2,3,19124,1,12,3,1,14,3,3,13,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,14.0
0,720,4,832,1,51,2,3,11983,6,14,4,0,10,6,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.6666666666666667
0,946,3,833,3,52,2,4,20234,5,24,2,0,12,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.4
0,252,3,834,2,95,2,3,6153,1,14,4,0,1,3,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0
0,933,3,836,2,98,3,2,11806,1,13,4,1,10,3,2,8,7,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,10.0
0,471,3,837,1,45,2,1,4284,2,15,3,1,13,3,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.5
0,702,4,838,3,100,2,4,8306,1,16,3,0,6,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6.0
1,1184,3,840,3,43,3,4,5860,1,18,1,2,9,3,4,8,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,9.0
1,436,1,842,3,37,3,4,21519,4,16,3,0,12,3,2,7,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3.0
0,589,2,843,2,94,3,1,5200,6,24,3,1,22,3,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,3.6666666666666665
0,269,1,844,3,42,2,4,8842,1,16,2,1,9,3,3,8,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,9.0
0,950,3,845,3,59,3,3,18869,3,21,2,0,17,3,4,5,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,5.666666666666667
0,760,4,846,2,81,3,2,3698,1,20,1,0,8,2,3,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0
0,829,2,847,3,88,3,4,2243,0,19,3,1,4,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0
1,887,2,848,3,88,2,3,20898,1,14,1,1,8,2,3,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8.0
0,443,3,850,4,50,3,4,16571,1,11,3,3,0,6,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
0,1318,4,851,1,66,3,3,5594,2,14,3,1,29,2,2,6,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,14.5
0,625,3,852,4,50,3,2,5197,9,12,4,0,10,2,2,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.1111111111111112
0,180,1,854,1,65,4,1,21632,7,13,3,0,6,3,2,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8571428571428571
0,586,3,855,1,48,4,1,21816,1,22,1,1,9,5,3,8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
0,1343,1,856,3,53,2,1,17852,1,11,4,0,6,3,2,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,6.0
0,928,2,857,2,56,3,4,2823,1,14,4,1,18,1,2,14,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,18.0
0,117,4,859,2,73,3,4,9250,2,11,3,1,8,3,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
0,1012,4,861,2,75,2,4,2373,9,12,2,1,10,3,2,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.1111111111111112
0,661,2,862,1,78,2,4,20715,7,18,4,1,35,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,5.0
0,930,3,864,4,74,3,1,19239,4,12,3,1,18,2,3,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4.5
0,638,2,865,3,91,4,3,22162,5,12,3,1,9,3,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.8
0,890,4,867,3,81,2,4,19028,3,22,3,0,31,3,3,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,10.333333333333334
0,342,4,868,4,66,2,3,24558,4,19,4,2,9,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2.25
0,1169,2,869,2,63,2,4,23965,1,13,4,1,6,6,3,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,6.0
0,1230,2,872,4,33,2,4,19146,6,22,1,2,4,2,1,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.6666666666666666
0,986,4,874,1,62,4,4,5044,2,24,3,1,10,2,2,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,5.0
0,1271,1,875,2,35,3,4,9068,5,14,4,0,8,2,3,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1.6
0,1278,3,878,1,77,2,1,8635,0,21,3,0,6,3,3,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0
0,141,1,879,3,98,3,1,14363,1,18,4,0,5,3,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
0,607,3,880,4,66,2,3,23457,1,20,2,1,17,2,3,14,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,17.0
1,130,4,881,4,96,3,2,16612,1,19,1,1,10,3,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.0
0,300,3,882,4,61,3,4,9148,0,12,2,1,4,2,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0
0,583,1,885,3,87,2,1,18154,1,12,1,0,5,1,4,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,5.0
0,1418,3,887,3,36,3,1,10554,2,16,2,1,7,2,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3.5
0,1269,1,888,1,46,2,4,10778,0,17,4,0,6,2,2,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0
0,379,2,889,2,48,3,2,8891,1,14,4,1,10,3,3,8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,10.0
0,395,3,893,2,98,2,2,12102,0,19,4,1,3,3,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0.0
0,1265,3,894,3,95,4,4,23726,2,13,2,1,17,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,8.5
0,1222,4,895,4,48,3,4,14871,3,19,2,1,8,2,3,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2.6666666666666665
1,341,3,896,2,48,2,3,23522,6,19,3,3,5,3,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8333333333333334
0,868,3,897,1,73,3,4,22789,5,14,3,1,28,3,3,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,5.6
0,672,3,899,4,78,2,2,9129,3,16,1,0,16,2,3,10,4,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,5.333333333333333
0,1231,2,900,3,54,3,4,21222,5,15,2,1,10,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2.0
0,102,4,901,4,72,3,4,20206,6,18,3,0,33,0,3,9,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,5.5
0,422,3,902,4,33,3,4,21782,4,13,2,1,12,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0
0,249,2,903,3,35,3,4,17783,0,22,1,1,8,2,3,6,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
0,1252,2,904,1,32,3,2,4814,1,13,4,0,10,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10.0
0,881,4,905,1,98,3,1,4544,1,11,4,1,31,3,3,6,14,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,31.0
0,1383,3,909,4,42,2,4,7790,8,11,3,2,13,2,3,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.625
0,1075,2,910,4,57,3,2,22650,3,11,3,1,7,4,4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335
1,374,4,911,1,87,3,4,18016,1,24,3,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.0
0,1086,1,912,1,62,2,4,6054,6,14,3,3,8,5,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3333333333333333
0,661,2,913,2,61,3,1,7508,1,13,4,0,8,0,3,7,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,8.0
0,821,4,916,1,98,3,4,24252,1,14,2,0,4,3,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4.0
1,781,1,918,4,57,2,4,13384,9,14,4,1,3,3,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3333333333333333
